round_id,seats
0,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19900}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19950}]"
1,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19850}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 20000}]"
2,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19750}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 20100}]"
3,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19700}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 20150}]"
4,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19750}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 20100}]"
round_id,seats
0,"[{'uuid': 'uuid-1', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19900}, {'uuid': 'uuid-2', 'name': 'candid_bot', 'state': 'participating', 'stack': 19950}]"
1,"[{'uuid': 'uuid-1', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19850}, {'uuid': 'uuid-2', 'name': 'candid_bot', 'state': 'participating', 'stack': 20000}]"
2,"[{'uuid': 'uuid-1', 'name': 'lstm_bot', 'state': 'participating', 'stack': 39700}, {'uuid': 'uuid-2', 'name': 'candid_bot', 'state': 'participating', 'stack': 150}]"
3,"[{'uuid': 'uuid-1', 'name': 'lstm_bot', 'state': 'participating', 'stack': 39550}, {'uuid': 'uuid-2', 'name': 'candid_bot', 'state': 'participating', 'stack': 300}]"
4,"[{'uuid': 'uuid-1', 'name': 'lstm_bot', 'state': 'participating', 'stack': 39600}, {'uuid': 'uuid-2', 'name': 'candid_bot', 'state': 'participating', 'stack': 250}]"
