round_id,seats
0,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19900}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 19950}]"
1,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19850}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20000}]"
2,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19750}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20100}]"
3,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19700}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20150}]"
4,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19750}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20100}]"
5,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19700}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20150}]"
6,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19750}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20100}]"
7,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19700}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20150}]"
8,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19600}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20250}]"
9,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19550}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20300}]"
10,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19450}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20400}]"
11,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19400}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20450}]"
12,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19300}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20550}]"
13,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19250}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20600}]"
14,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19100}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20750}]"
15,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19050}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20800}]"
16,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19100}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20750}]"
17,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19050}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20800}]"
18,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 18950}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20900}]"
19,"[{'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 18900}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20950}]"
round_id,seats
0,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 19900}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 19950}]"
1,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 20050}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 19800}]"
2,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 20100}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 19750}]"
3,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 20250}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 19600}]"
4,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-1', 'stack': 20300}, {'state': 'participating', 'name': 'candid_bot', 'uuid': 'uuid-2', 'stack': 19550}]"
