round_id,seats
0,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19900}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19950}]"
1,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20000}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19850}]"
2,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20050}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19800}]"
3,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20150}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19700}]"
4,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20050}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19800}]"
5,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20150}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19700}]"
6,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20200}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19650}]"
7,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20300}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19550}]"
8,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20200}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19650}]"
9,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20300}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19550}]"
10,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20200}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19650}]"
11,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20300}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19550}]"
12,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20200}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19650}]"
13,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20300}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19550}]"
14,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20350}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19500}]"
15,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20450}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19400}]"
16,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20500}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19350}]"
17,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20600}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19250}]"
18,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20650}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19200}]"
19,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20750}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19100}]"
20,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20650}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19200}]"
21,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20750}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19100}]"
22,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20800}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19050}]"
23,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20900}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18950}]"
24,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 20950}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18900}]"
25,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 21050}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18800}]"
26,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 21100}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18750}]"
27,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 21200}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18650}]"
28,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 21100}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18750}]"
29,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 21200}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18650}]"
30,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 21100}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18750}]"
31,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 21200}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18650}]"
32,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 21100}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18750}]"
33,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 21200}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18650}]"
34,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 21250}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18600}]"
35,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 21350}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18500}]"
36,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 21400}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18450}]"
37,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 21500}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18350}]"
38,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 21400}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18450}]"
39,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 21500}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18350}]"
40,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 21550}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18300}]"
41,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 21650}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 18200}]"
