round_id,seats
0,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19900}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 19950}]"
1,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19850}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 20000}]"
2,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19700}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 20150}]"
3,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19650}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 20200}]"
4,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19550}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 20300}]"
5,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19500}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 20350}]"
6,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19550}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 20300}]"
7,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19500}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 20350}]"
8,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19400}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 20450}]"
9,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19350}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 20500}]"
10,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19250}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 20600}]"
11,"[{'uuid': 'uuid-1', 'name': 'candid_bot', 'state': 'participating', 'stack': 19200}, {'uuid': 'uuid-2', 'name': 'lstm_bot', 'state': 'participating', 'stack': 20650}]"
